Title,Artist,Nationality,Born Date,Death Date,Gender,Submission Date,Department,Actual Age,Submission Age
Duplicate of plate facing page 142 (supplementary plate inserted before page 143) from DINGO,Pierre Bonnard,French,1867,1947,Male,1924,Prints & Illustrated Books,80,57
Untitled (LO TANGO),Julian Schnabel,American,1951,,Male,1990,Drawings,-,39
THE STREETCAR WORKERS ARE FIGHTING FOR THE GOOD OF ALL THE PEOPLE,Leopoldo Méndez,Mexican,1902,1969,Male,1943,Prints & Illustrated Books,67,41
Untitled,John Altoon,American,1925,1969,Male,1968,Prints & Illustrated Books,44,43
100 Series: #128 APPLAUSE,Bruce Conner,American,1933,2008,Male,1970,Prints & Illustrated Books,75,37
Chamber Works: Architectural Meditations on Themes from Heraclitus,Daniel Libeskind,American,1946,,Male,1983,Architecture & Design,-,37
Tailpiece (page 52) from the illustrated book Carmen,Pablo Picasso,Spanish,1881,1973,Male,1948,Prints & Illustrated Books,92,67
Plate (page 353) from LES PETITES FLEURS,Émile Bernard,French,1868,1941,Male,1928,Prints & Illustrated Books,73,60
Eight in Bed,Louise Bourgeois,American,1911,2010,Female,2000,Prints & Illustrated Books,99,89
Tuileries - Vase,Eugène Atget,French,1857,1927,Male,1911,Photography,70,54
Untitled from Supernova,John Armleder,Swiss,1948,,Male,2003,Prints & Illustrated Books,-,55
UNTITLED (Automobile on suburban highway),Simpson Kalisher,American,1926,,Male,1962,Photography,-,36
"With Trumpet of Shadow (plate, folio 7) from Toro Desconocido",Romas Viesulas,American,1918,1986,Male,1960,Prints & Illustrated Books,68,42
Untitled,Unknown,,,,,1942,Photography,-,-
"Plate (folio 55) from Six Geometric Figures and All Their Combinations, Volume I",Sol LeWitt,American,1928,2007,Male,1980,Prints & Illustrated Books,79,52
Star Gazer II Tent,Charles William Moss,American,1923,,Male,1982,Architecture & Design,-,59
"Reich Apartments in the Boarding House, The Dwelling of our Time, German Building Exhibition, Berlin, Germany (Plan, elevations, and perspective. Dining table)",Lilly Reich,German,1885,1947,Female,1931,Architecture & Design,62,46
"Second Solo Dance from Lemons, Traffic Light, and Ants",Benjamin Patterson,American,1934,2016,Male,1961,Prints & Illustrated Books,82,27
Satin Operator (8) from Satin Operator,Trisha Donnelly,American,1974,,Female,2007,Prints & Illustrated Books,-,33
The Beast and the Axe (La Bestia y el hacha),Demetrio Urruchúa,Argentine,1902,1978,Male,1941,Prints & Illustrated Books,76,39
"Aux Vieilles Tapisseries: 44 Sentences de Louise Bourgeois, text 10 of 44",Louise Bourgeois,American,1911,2010,Female,2005,Prints & Illustrated Books,99,94
Writer and Theater Critic [Franz Paul Brückner],August Sander,German,1876,1964,Male,1926,Photography,88,50
Coffee Service,Paul Haustein,German,1880,1944,Male,1904,Architecture & Design,64,24
Scotland,Lee Friedlander,American,1934,,Male,1978,Photography,-,44
"Steel Cathedral, project, New York, NY",Frank Lloyd Wright,American,1867,1959,Male,1926,Architecture & Design,92,59
Under Miller Highway near 60th Street,Madoka Takagi,Japanese,1956,2015,Female,1990,Photography,59,34
"Outdoor Theater and Cheyenne Mountain, Colorado Springs, Colorado",Robert Adams,American,1937,,Male,1968,Photography,-,31
Plate (folio 6 verso) from ILLUMINATIONEN,Gottfried Honegger,Swiss,1917,2016,Male,1950,Prints & Illustrated Books,99,33
Plate (page 151) from LES PETITES FLEURS,Émile Bernard,French,1868,1941,Male,1928,Prints & Illustrated Books,73,60
Untitled from Fabricated Cultural Belief Systems,Ryan McGinness,American,1972,,Male,2004,Prints & Illustrated Books,-,32
Alabama Loyalists Greeting the Federal Gun-Boats from Harper's Pictorial History of the Civil War (Annotated),Kara Walker,American,1969,,Female,2005,Prints & Illustrated Books,-,36
Untitled from Wandering Position,Yukinori Yanagi,Japanese,1959,,Male,1997,Prints & Illustrated Books,-,38
A Lightplay: Black White Gray,László Moholy-Nagy,American,1895,1946,Male,1926,Photography,51,31
Grace,Tanyth Berkeley,American,1969,,Female,2004,Photography,-,35
Patriotic propaganda postcard with verse by Vladimir Mayakovsky,Vladimir Mayakovsky,Russian,1893,1930,Male,1914,Prints & Illustrated Books,37,21
Bowl,Louis Comfort Tiffany,American,1848,1933,Male,1921,Architecture & Design,85,73
"Farnsworth House, Plano, Illinois (Door handle. Plan, elevation.)",Ludwig Mies van der Rohe,American,1886,1969,Male,1950,Architecture & Design,83,64
Flower Drawing,Hannah Wilke,American,1940,1993,Female,1978,Drawings,53,38
"Wheelbarrow with Flower Pots, France",Edward Steichen,American,1879,1973,Male,1920,Photography,94,41
Costume design (Modele femme) for artist's ballet Orphée of the Quat-z-arts,Florine Stettheimer,American,1871,1944,Female,1912,Drawings,73,41
Antique Mirror,Arthur B. Davies,American,1862,1928,Male,1919,Prints & Illustrated Books,66,57
Hot-Rod and Reel,Chuck Jones,American,1912,2002,Male,1959,Film,90,47
Untitled from Cuban Sketch Book,Jules Pascin,American,1885,1930,Male,1917,Drawings,45,32
"""A Yankee in Petrograd"" Vol. 10 Soviet Explosion by Jim Dollar (Marietta Saginyan)",Aleksandr Rodchenko,Russian,1891,1956,Male,1924,Architecture & Design,65,33
"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,,1944,,Male,1980,Architecture & Design,-,36
Wish from The Hundred Videos,Steve Reinke,Canadian,1963,,Male,1992,Media and Performance Art,-,29
"Double page in-text plate (folios 14 and 15) from AMISH, Volume III",Stephen White,American,1948,,Male,1968,Prints & Illustrated Books,-,20
Tailpiece (page 76) from ODES,André Derain,French,1880,1954,Male,1953,Prints & Illustrated Books,74,73
"PRIDE II (Second supplementary suite, plate 3) from LES SEPT PÉCHÉS CAPITAUX, L'Orgueil",Marc Chagall,French,1887,1985,Male,1926,Prints & Illustrated Books,98,39
"Aerial view: looking south at Mount St. Helens crater and lava dome, Mount Hood and Mount Jefferson in the distance, airplane in crater",Frank Gohlke,American,1942,,Male,1982,Photography,-,40
Side Table,Alvar Aalto,Finnish,1898,1976,Male,1932,Architecture & Design,78,34
Logos 50/60 Electronic Printing Calculator,Mario Bellini,Italian,1935,,Male,1972,Architecture & Design,-,37
Jardin de Cluny,Eugène Atget,French,1857,1927,Male,1907,Photography,70,50
"Imperial Hotel, Tokyo, Japan",Frank Lloyd Wright,American,1867,1959,Male,1918,Architecture & Design,92,51
Untitled from Eucalyptus (Eukalyptus),Jorge Pardo,American,1963,,Male,1997,Prints & Illustrated Books,-,34
Gila Monster - Shadow House - Translation of Pattern to Hypothetical Facade,Patricia Johanson,American,1940,,Female,1978,Drawings,-,38
Vase,Louis Comfort Tiffany,American,1848,1933,Male,1900,Architecture & Design,85,52
"PM (Passive Mitglieder) [PM (Passive Members)] (plate, folio 17 verso) from KG Brücke",Ernst Ludwig Kirchner,German,1880,1938,Male,1910,Prints & Illustrated Books,58,30
Study for Dive Bomber and Tank,José Clemente Orozco,Mexican,1883,1949,Male,1940,Drawings,66,57
"Constantin Brancusi from Caricatures by Georges de Zayas: Eight Very Modern Painters, Two Sculptors and a Musician (Caricatures par Georges de Zayas: Huit peintres, deux sculpteurs et un musicien très modernes)",Georges de Zayas,Mexican,1898,1967,Male,1919,Prints & Illustrated Books,69,21
London Transport poster,Unknown,Nationality Unknown,,,,1922,Architecture & Design,-,-
Untitled from 88 Maps,Matt Mullican,American,1951,,Male,2010,Prints & Illustrated Books,-,59
UN COIN -- SQUARE SAINT GERMAIN DES PRÉS,Eugène Atget,French,1857,1927,Male,1922,Photography,70,65
Untitled,Unknown,,,,,1949,Photography,-,-
Untitled,Jan Lukas,Czech,1915,,Male,1933,Photography,-,18
Untitled,Unknown,,,,,1850,Photography,-,-
"Lanes Island, Earth Eggs",Jean Locey,American,1944,,Female,1986,Photography,-,42
Untitled,Richard Artschwager,American,1923,2013,Male,2002,Drawings,90,79
Poï Poï Bottles,Robert Filliou,French,1926,1987,Male,1966,Prints & Illustrated Books,61,40
In-text plate and text (folio 3) from DMT 42,Gerald Laing,British,1936,2011,Male,1969,Prints & Illustrated Books,75,33
"Balcon, 17 rue du Petit-Pont",Eugène Atget,French,1857,1927,Male,1913,Photography,70,56
"Elements of the Vertical City, project, Rome, Italy",Friedrich St. Florian,American,1932,,Male,1966,Architecture & Design,-,34
Everyman,Leonard Baskin,American,1922,2000,Male,1960,Prints & Illustrated Books,78,38
Plate 12 (folio 22) from Liebesgedichte (Love Poems),Karl Hofer,German,1878,1955,Male,1922,Prints & Illustrated Books,77,44
Untitled,Joe Bradley,American,1975,,Male,2013,Drawings,-,38
Number 11,Stanley Twardowicz,American,1917,2008,Male,1955,Painting & Sculpture,91,38
Sicily,Thomas Roma,American,1950,,Male,1982,Photography,-,32
"SUDDENLY WAKED AND SKUTTLED AWAY (in-text plate, page 42) from CAPTIVITY NARRATIVE OF HANNAH DUSTON",Richard Bosman,Australian,1944,,Male,1987,Prints & Illustrated Books,-,43
"Plate (folio 15) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,1928,2007,Male,1980,Prints & Illustrated Books,79,52
In-text plate (page 129) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,Raoul Dufy,French,1877,1953,Male,1934,Prints & Illustrated Books,76,57
Leaf and Sun (Penco y Sol),Galo Galecio,Ecuadorian,1908,1993,Male,1965,Prints & Illustrated Books,85,57
Sheer Fabric Sample,Alexander Girard,American,1907,1993,Male,1952,Architecture & Design,86,45
Exercise,Wanda Wulz,Italian,1903,1984,Female,1932,Photography,81,29
"WOLF (plate, folio 10) from THE SCOTTISH BESTIARY",June Redfern,British,1951,,Female,1986,Prints & Illustrated Books,-,35
"Toro! Toro! (plate, folio 4) from Toro Desconocido",Romas Viesulas,American,1918,1986,Male,1960,Prints & Illustrated Books,68,42
Great Race,Jock Reynolds,American,1947,,Male,1970,Prints & Illustrated Books,-,23
"Fuchs Addition to Perls House, Berlin-Zehlendorf, Germany, Ground floor reflected ceiling plan. Section, later version.",Ludwig Mies van der Rohe,American,1886,1969,Male,1928,Architecture & Design,83,42
An Average Day II,Fred Wilson,American,1954,,Male,2003,Drawings,-,49
"Project Entitled ""Studies for a Town""",Alice Aycock,American,1946,,Female,1977,Painting & Sculpture,-,31
QUAI DE LA RAPÉE. (Refreshment stand),Eugène Atget,French,1857,1927,Male,1910,Photography,70,53
Rules for Street fighters and other material,Robert Filliou,French,1926,1987,Male,1968,Fluxus Collection,61,42
Accidents are Bottle Necks,Pat Keely,British,,,Male,1942,Architecture & Design,-,-
"Union Square, New York",Dorothea Lange,American,1895,1965,Female,1952,Photography,70,57
"Furniture Commission for the Henke House Addition, Essen, Germany (Frontal and lateral elevations, plan, and sections. Two jardinieres.)",Lilly Reich,German,1885,1947,Female,1930,Architecture & Design,62,45
Way    Inside    Outside,Franz Erhard Walther,German,1939,,Male,1966,Painting & Sculpture,-,27
Kak pakhnet zhizn',Iurii Annenkov,Russian,1889,1974,Male,1924,Prints & Illustrated Books,85,35
Independence/Nakba,Fazal Sheikh,American,1965,,Male,2013,Photography,-,48
Tsse DE METERNICK,S. L. Levitsky,French,1819,1898,Male,1862,Photography,79,43
"Alice E. Foh (?), Age 7",Unknown,,,,,1860,Photography,-,-
Plate (folio 14) from SIXTEEN POEMS IN VERSE & WOOD,George Lockwood,American,1929,1969,Male,1965,Prints & Illustrated Books,40,36
Graffiti Taxonomy: Paris,Evan Roth,American,1978,,Male,2011,Architecture & Design,-,33
Untitled,Thomas Roma,American,1950,,Male,1977,Photography,-,27
Untitled,Luigi Ghirri,Italian,1943,1992,Male,1970,Photography,49,27
Grizzly Golfer,Pete Burness,American,1904,1969,Male,1951,Film,65,47
Góngora from Vingt poëmes,Pablo Picasso,Spanish,1881,1973,Male,1948,Prints & Illustrated Books,92,67
Lungs from Possession Is Nine-Tenths of the Law,Kiki Smith,American,1954,,Female,1985,Prints & Illustrated Books,-,31
"Allen Jones - Lithographs - Editions Alecto, London - November 1964",Allen Jones,British,1937,,Male,1964,Architecture & Design,-,27
Repeat of pictorial initial L from page 14 (page 50) from LES PETITES FLEURS,Émile Bernard,French,1868,1941,Male,1928,Prints & Illustrated Books,73,60
Democracy Is Merry (Demokratie ist lustig),Joseph Beuys,German,1921,1986,Male,1973,Prints & Illustrated Books,65,52
Plate (page 131) from LES JUIFVES,Léon Zack,French,1892,1980,Male,1948,Prints & Illustrated Books,88,56
Headpiece (page 43) from RÉINCARNATIONS DU PÈRE UBU,Georges Rouault,French,1871,1958,Male,1924,Prints & Illustrated Books,87,53
The Museum of Modern Art,Luis Quintanilla,Spanish,1895,1980,Male,1940,Prints & Illustrated Books,85,45
Untitled,Chris Hammerlein,American,1962,,Male,2000,Drawings,-,38
Plate (folio 6) from RECOLLECTION,Fritz Glarner,American,1899,1972,Male,1966,Prints & Illustrated Books,73,67
London Transport poster,Unknown,Nationality Unknown,,,,1922,Architecture & Design,-,-
"Peanut Fields near Friendship, Georgia",William Eggleston,American,1939,,Male,1976,Photography,-,37
After Brenda,Donigan Cumming,American,1947,,Male,1997,Media and Performance Art,-,50
Desert I,Gabor Peterdi,American,1915,2001,Male,1961,Prints & Illustrated Books,86,46
"Lemming (plate, folio 17 verso) from A Bestiary",Louisa Chase,American,1951,,Female,1990,Prints & Illustrated Books,-,39
"The Three Windows, the Tower and the Wheel",Robert Delaunay,French,1885,1941,Male,1912,Painting & Sculpture,56,27
Vue Prise Sous le Pont Neuf (6e Arrondissement),Eugène Atget,French,1857,1927,Male,1910,Photography,70,53
"Sketchbook: El Golea, II",Jean Dubuffet,French,1901,1985,Male,1948,Drawings,84,47
DSB,Per Arnoldi,Danish,1941,,Male,1975,Architecture & Design,-,34
"Ancien Hotel de Jumilhac, 12 Rue de L'Abbe Gregoire",Eugène Atget,French,1857,1927,Male,1904,Photography,70,47
Untitled,Unknown,,,,,1940,Photography,-,-
"Los Angeles, California",Lee Friedlander,American,1934,,Male,1967,Photography,-,33
Black and White Tapes,Paul McCarthy,American,1945,,Male,1972,Media and Performance Art,-,27
ÉCOLE DES BEAUX-ARTS. LES 7 OEUVRES DE MISÉRICORDE. LUCA DELLA ROBBIA,Eugène Atget,French,1857,1927,Male,1903,Photography,70,46
New York,Helen Levitt,American,1913,2009,Female,1938,Photography,96,25
Panoramic View of Paris,Unknown,,,,,1900,Photography,-,-
Donated Object: Red Yarn,William Pope.L,American,1955,,Male,2003,Prints & Illustrated Books,-,48
mslcmd cty grp 10x1405,Chad Ferber,American,1975,,Male,2003,Drawings,-,28
Page from 1918,Kirill Zdanevich,Russian,1892,1969,Male,1917,Prints & Illustrated Books,77,25
Red Piano. Set Design for The Picture of Dorian Gray,Jim Dine,American,1935,,Male,1967,Drawings,-,32
Vacillations,Pierre Alechinsky,Belgian,1927,,Male,1979,Prints & Illustrated Books,-,52
"GRAIN ELEVATORS AND LIGHTNING FLASH, LAMESA, TEXAS",Frank Gohlke,American,1942,,Male,1975,Photography,-,33
Untitled (Green Potato),Paul Thek,American,1933,1988,Male,1974,Drawings,55,41
"Untitled, plate 6 of 7, from the portfolio, Metamorfosis",Louise Bourgeois,American,1911,2010,Female,1997,Prints & Illustrated Books,99,86
Pictorial initial C (page 38) from LES PETITES FLEURS,Émile Bernard,French,1868,1941,Male,1928,Prints & Illustrated Books,73,60
LOOKING FOR MUSHROOMS,Bruce Conner,American,1933,2008,Male,1963,Media and Performance Art,75,30
"Világanyám: összes versei. Elso könyv 1915 (The world, my mother: poems. First book 1915)",Sándor (Alexander) Bortnyik,Hungarian,1893,1976,Male,1921,Prints & Illustrated Books,83,28
Headpiece (page 113) from POÈMES,Maurice Denis,French,1870,1943,Male,1944,Prints & Illustrated Books,73,74
"The New Sports Pavilion, Belmont Park, New York Project (Perspective)",Frank Lloyd Wright,American,1867,1959,Male,1956,Architecture & Design,92,89
Hangin',Paul Dougherty,American,1953,,Male,1982,Film,-,29
Parkett no. 39,Various Artists,Various,,,,1994,Prints & Illustrated Books,-,-
Leaves,Louise Bourgeois,American,1911,2010,Female,2006,Prints & Illustrated Books,99,95
Stains (Salissures) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901,1985,Male,1959,Prints & Illustrated Books,84,58
December 1988 from Elite '88,Martin Kippenberger,German,1953,1997,Male,1988,Prints & Illustrated Books,44,35
Tailpiece (page 28) from L'ODYSSÉE,Émile Bernard,French,1868,1941,Male,1930,Prints & Illustrated Books,73,62
"Bali, Indonesia",Henri Cartier-Bresson,French,1908,2004,Male,1950,Photography,96,42
Arm (Self-Portrait),Robert Mapplethorpe,American,1946,1989,Male,1976,Photography,43,30
Blonde from the Surrealist Series,Roy Lichtenstein,American,1923,1997,Male,1978,Prints & Illustrated Books,74,55
Untitled from Women are Beautiful,Garry Winogrand,American,1928,1984,Male,1969,Photography,56,41
The Convict,Odilon Redon,French,1840,1916,Male,1881,Drawings,76,41
Plate (folio 15) from LE BLEU DE L'AILE,Henri Laurens,French,1885,1954,Male,1948,Prints & Illustrated Books,69,63
Second title page (folio 8) from THE LITTLE GOAT,Anatoli Lvovich Kaplan,Russian,1902,1980,Male,1959,Prints & Illustrated Books,78,57
Sausages from The Last Supper,Damien Hirst,British,1965,,Male,1999,Prints & Illustrated Books,-,34
Variations on a Man #3 (Variaciones sobre un Hombre #3),Rufino Tamayo,Mexican,1899,1991,Male,1964,Prints & Illustrated Books,92,65
"Phare Tower, Paris, France (Study Models)",Thom Mayne,American,1944,,Male,2008,Architecture & Design,-,64
Shrinky Dink 3,Jasper Johns,American,1930,,Male,2011,Prints & Illustrated Books,-,81
Plate (folio 46) from Hommage à Roger Lacourière,Léopold Survage,French,1879,1968,Male,1968,Prints & Illustrated Books,89,89
Calotypes by D.O. Hill,David Octavius Hill,British,1802,1870,Male,1845,Photography,68,43
Rain over Modoc Lava Beds,Edward Weston,American,1886,1958,Male,1937,Photography,72,51
"Title page from Let There Be Fashion, Down with Art (Fiat modes pereat ars)",Max Ernst,French,1891,1976,Male,1920,Prints & Illustrated Books,85,29
"THE FOX AND THE STORK (plate 34, 2nd supplementary suite) from FABLES",Marc Chagall,French,1887,1985,Male,1940,Prints & Illustrated Books,98,53
Undercover Me,Tom Rubnitz,American,1956,1992,Male,1988,Film,36,32
Untitled from Portfolio (Manifesto),Nicolas Garcia Uriburu,Argentine,1937,2016,Male,1973,Prints & Illustrated Books,79,36
"Galerie de l'Elysée, 69 rue du Faubourg St-Honoré, Alex Maguy expose 7 tableaux majeurs de Picasso 30 mai - 30 juin (19)62",Pablo Picasso,Spanish,1881,1973,Male,1962,Architecture & Design,92,81
View of the Bridges on the Arno in Florence,Carlo Brogi,Italian,1850,1925,Male,1920,Photography,75,70
Plate (folio 48) from LE BESTIAIRE,Roger Chastel,French,1897,1981,Male,1948,Prints & Illustrated Books,84,51
Untitled from Eight Etchings,Jonas Wood,American,1977,,Male,2014,Prints & Illustrated Books,-,37
Feltri Chair,Gaetano Pesce,Italian,1939,,Male,1986,Architecture & Design,-,47
"Kansas City, Missouri",Lee Friedlander,American,1934,,Male,1965,Photography,-,31
In-text plate (folio 12; duplicate of folio 6) from AIR MEXICAIN,Rufino Tamayo,Mexican,1899,1991,Male,1952,Prints & Illustrated Books,92,53
I Held His Eyes Within My Gaze,Louise Bourgeois,American,1911,2010,Female,2004,Prints & Illustrated Books,99,93
Untitled from Konstruktionen. Kestnermappe 6 (Constructions. Kestner Portfolio 6),László Moholy-Nagy,American,1895,1946,Male,1923,Prints & Illustrated Books,51,28
Untitled,Paul P.,Canadian,1977,,Male,2003,Drawings,-,26
Bad,Jed Johnson,American,1948,1996,Male,1977,Film,48,29
SAINTS-GERVAIS-ET-PROTAIS. MAUSOLÉE DU CHANCELIER MICHEL LE TELLIER PAR MAZELINE,Eugène Atget,French,1857,1927,Male,1904,Photography,70,47
Untitled from City of Eyes,Rodolfo Abularach,Guatemalan,1933,,Male,1966,Prints & Illustrated Books,-,33
"THE MOINEAU WOMAN, plate LII (supplementary suite) from LES ÂMES MORTES",Marc Chagall,French,1887,1985,Male,1936,Prints & Illustrated Books,98,49
Untitled,Louise Bourgeois,American,1911,2010,Female,2002,Prints & Illustrated Books,99,91
Olivetti,Giovanni Pintori,Italian,1912,1999,Male,1947,Architecture & Design,87,35
Notre-Dame,Eugène Atget,French,1857,1927,Male,1922,Photography,70,65
Observation of Sound,Idelle L. Feinberg,American,1932,,Female,1955,Drawings,-,23
JACQUET,Alphonse Liébert,French,1827,1913,Male,1875,Photography,86,48
Poster of the French National Railroad,Album-miscellaneous,Various,,,,1922,Architecture & Design,-,-
Hubbe-related Study,Ludwig Mies van der Rohe,American,1886,1969,Male,1934,Architecture & Design,83,48
White and Black,Ellsworth Kelly,American,1923,2015,Male,1951,Drawings,92,28
Moon,Francesco Clemente,Italian,1952,,Male,1980,Drawings,-,28
Podorozh uchenoho doktora Leonardo i ioho maibutn'oi kokhanky prekrasnoi Al'chestyu slobozhans'ku Shvaitsariiu,Russian Book Collection,,,,,1930,Prints & Illustrated Books,-,-
Untitled (Coon Neugent Drinking),David Spear,American,1937,,Male,1989,Photography,-,52
"Trees (plate, page 39) from Prométhée (Prometheus)",Henry Moore,British,1898,1986,Male,1950,Prints & Illustrated Books,88,52
Home from Home Is a Foreign Place,Zarina,American,1937,,Female,1999,Prints & Illustrated Books,-,62
Barcham Green Portfolio No. 5,Sherrie Levine,American,1947,,Female,1986,Prints & Illustrated Books,-,39
Untitled from Farewell,Moshe Gershuni,Israeli,1936,2017,Male,1992,Prints & Illustrated Books,81,56
Down by Law,Jim Jarmusch,American,1953,,Male,1986,Film,-,33
Two Figures and a Plant,Helmut A. P. Grieshaber,German,1909,1981,Male,1947,Prints & Illustrated Books,72,38
"Imaginary Icicles over the Charles River, Boston, MA",Friedrich St. Florian,American,1932,,Male,1972,Architecture & Design,-,40
Morning of the Magicians,Joachim Koester,Danish,1962,,Male,2006,Media and Performance Art,-,44
Lou Reed,Unknown,American,,,,1972,Architecture & Design,-,-
Frenchman Weeping as French Flags Leave Just Ahead of Germans,George Mejat / Movietone News / Twentieth Century Fox,,,,,1940,Photography,-,-
"Untitled, no. 1 of 8, from the untitled hologram series",Louise Bourgeois,American,1911,2010,Female,2006,Prints & Illustrated Books,99,95
Equivalent,Alfred Stieglitz,American,1864,1946,Male,1924,Photography,82,60
Anuskiewicz Mavignier,Almir Mavignier,Brazilian,1925,,Male,1964,Architecture & Design,-,39
Untitled from Blueberry Surprise,Joseph Grigely,American,1956,,Male,2006,Prints & Illustrated Books,-,50
Untitled from Scribbles printed in four directions using four colors,Sol LeWitt,American,1928,2007,Male,1971,Prints & Illustrated Books,79,43
"Naples, Italy",Henri Cartier-Bresson,French,1908,2004,Male,1960,Photography,96,52
"Untitled, from the series Case History",Boris Mikhailov,Ukrainian,1938,,Male,1998,Photography,-,60
SAINT ROCH. BALUSTRE EN BOIS DORÉ,Eugène Atget,French,1857,1927,Male,1912,Photography,70,55
Mars is Upset,Robert Smithson,American,1938,1973,Male,1962,Drawings,35,24
Study for Composition (The Cow),Theo van Doesburg (Christian Emil Marie Küpper),Dutch,1883,1931,Male,1917,Drawings,48,34
Plate (folio 16) from UNE PETITE LEÇON DE TÉNÈBRES,Roberto Crippa,Italian,1921,1972,Male,1966,Prints & Illustrated Books,51,45
Summer Landscape,Ger Lataster,Dutch,1920,2012,Male,1935,Prints & Illustrated Books,92,15
The Forge of Vulcan (Die Schmiede des Vulkan) from Classical Legends (Antike Legenden),Lovis Corinth,German,1858,1925,Male,1919,Prints & Illustrated Books,67,61
ESCALIER. 8 RUE ST.-AUGUSTIN,Eugène Atget,French,1857,1927,Male,1913,Photography,70,56
Fragmente Burgenland (Fragments Burgenland),VALIE EXPORT,Austrian,1940,,Female,1970,Media and Performance Art,-,30
Ponte Arco Lamp,Studio AR.DI.TI,Italian,1969,,,1971,Architecture & Design,-,2
Untitled,Louise Bourgeois,American,1911,2010,Female,2002,Prints & Illustrated Books,99,91
Airs,Stan Brakhage,American,1933,2003,Male,1976,Film,70,43
Placard Russe 1917-1922,Vladimir Lebedev,Russian,1891,1967,Male,1923,Prints & Illustrated Books,76,32
Festons und Dekorative Gruppen,Unknown,,,,,1893,Photography,-,-
"Bronx Zoo, New York",Garry Winogrand,American,1928,1984,Male,1963,Photography,56,35
31 rue de Cléry,Eugène Atget,French,1857,1927,Male,1904,Photography,70,47
Untitled. (group portrait of workers),Michael Schmidt,German,1945,2014,Male,1992,Photography,69,47
Untitled,Doris Ulmann,American,1884,1934,Female,1930,Photography,50,46
"Study for Tea Pot (with Red Lid), project (Perspective)",Ettore Sottsass,Italian,1917,2007,Male,1973,Architecture & Design,90,56
"Seville, Spain",Henri Cartier-Bresson,French,1908,2004,Male,1933,Photography,96,25
Untitled,Paul P.,Canadian,1977,,Male,2003,Drawings,-,26
In-text plate (folio 18) from Poésie de mots inconnus,Marc Chagall,French,1887,1985,Male,1949,Prints & Illustrated Books,98,62
"Christmas Window, Somerville, Massachusetts",Mary Kocol,American,1962,,Female,1989,Photography,-,27
"Spandrel from Gage Building, Chicago, Illinois",Louis Sullivan,American,1856,1924,Male,1898,Architecture & Design,68,42
Industrialist,August Sander,German,1876,1964,Male,1924,Photography,88,48
"Crous and Berga Apartment, Südende, Berlin, Germany, Tables. Elevations and sections",Lilly Reich,German,1885,1947,Female,1938,Architecture & Design,62,53
Grey Moon,Tony Cragg,British,1949,,Male,1985,Painting & Sculpture,-,36
Untitled (Suisse),Eugène Atget,French,1857,1927,Male,1901,Photography,70,44
"Solomon R. Guggenheim Museum, New York, NY (Elevation)",Frank Lloyd Wright,American,1867,1959,Male,1951,Architecture & Design,92,84
Transformation Process # 2,Lynn Hershman Leeson,American,1941,,Female,1974,Photography,-,33
"Siena, Italy",Henri Cartier-Bresson,French,1908,2004,Male,1933,Photography,96,25
À même la terre,Yves Tanguy,American,1900,1955,Male,1936,Prints & Illustrated Books,55,36
"Ayrshire, Scotland",Lee Friedlander,American,1934,,Male,1978,Photography,-,44
Untitled from Series of Twenty-two Photostats,Fred Sandback,American,1943,2003,Male,1982,Prints & Illustrated Books,60,39
Boys Sledding,John Sloan,American,1871,1951,Male,1920,Prints & Illustrated Books,80,49
The Big Eve/Shukuten 1200/Fumiya Fujii Super Livel,Tadanori Yokoo,Japanese,1936,,Male,1994,Architecture & Design,-,58
Space construction # 8 (Der Sturm),László Peri,Hungarian,1899,1967,Male,1923,Drawings,68,24
Oak Trunk,Dorothea Lange,American,1895,1965,Female,1957,Photography,70,62
"UNTITLED (Computer Diskette, Ed. #6/6)",Stephen Prina,American,1954,,Male,1987,Drawings,-,33
PERSEUS BEHEADING MEDUSA VIII,André Racz,American,1916,1994,Male,1945,Prints & Illustrated Books,78,29
Unconcerned Photograph,Man Ray (Emmanuel Radnitzky),American,1890,1976,Male,1959,Photography,86,69
Paris Review,Louise Bourgeois,American,1911,2010,Female,1994,Prints & Illustrated Books,99,83
"Dust jacket front from IN MEMORIAN: PIER PAOLO PASOLINI, UNA DISPERATA VITALITÁ",Antonio Frasconi,American,1919,2013,Male,1993,Prints & Illustrated Books,94,74
"Angel Musicians (Anges musiciens) (in-text plate, page 13) from Aventure, No. 2, December 1921",Jean Dubuffet,French,1901,1985,Male,1921,Prints & Illustrated Books,84,20
Undoing,Elizabeth Murray,American,1940,2007,Female,1990,Prints & Illustrated Books,67,50
"Federal Center, Chicago, Illinois, Site plan",Ludwig Mies van der Rohe,American,1886,1969,Male,1959,Architecture & Design,83,73
"Yom Kippur--East River, New York City",Robert Frank,American,1924,,Male,1954,Photography,-,30
"Vanna Venturi House, Chestnut Hill, Pennsylvania, Scheme IV A",Robert Venturi,American,1925,,Male,1962,Architecture & Design,-,37
"Variant of plate from folio 26 (supplementary suite, plate 10) from POÈMES À VOIR",Pierre Alechinsky,Belgian,1927,,Male,1986,Prints & Illustrated Books,-,59
